tenure,MonthlyCharges,TotalCharges,gender,SeniorCitizen,Partner,Dependents,PhoneService,MultipleLines,InternetService,MonthlyChargeRatio,churn_binary
1,53.55,53.55,Female,0,No,No,Yes,No,DSL,26.775,1
51,19.1,1007.8,Male,0,No,No,Yes,No,No,19.38076923076923,0
42,20.0,833.55,Female,0,Yes,Yes,Yes,No,No,19.384883720930233,0
70,93.9,6579.05,Female,0,Yes,Yes,Yes,Yes,Fiber optic,92.66267605633803,1
48,19.95,1004.5,Male,0,No,No,Yes,No,No,20.5,0
68,113.15,7856.0,Male,0,Yes,Yes,Yes,Yes,Fiber optic,113.85507246376811,1
48,24.0,1183.05,Female,0,No,No,Yes,Yes,No,24.143877551020406,0
26,84.95,2169.75,Female,1,Yes,No,Yes,No,Fiber optic,80.36111111111111,1
11,80.5,896.9,Male,0,Yes,No,Yes,Yes,Fiber optic,74.74166666666666,1
1,19.3,19.3,Male,0,No,No,Yes,No,No,9.65,1
27,19.15,501.35,Female,0,No,No,Yes,No,No,17.905357142857145,0
46,91.3,4126.35,Female,1,No,No,Yes,No,Fiber optic,87.79468085106383,0
1,49.65,49.65,Male,0,No,No,Yes,No,DSL,24.825,1
46,54.35,2460.15,Female,0,No,No,Yes,No,DSL,52.3436170212766,1
25,19.15,477.6,Male,0,Yes,Yes,Yes,No,No,18.36923076923077,0
4,88.45,370.65,Male,0,No,No,Yes,No,Fiber optic,74.13,1
13,19.75,265.75,Male,0,No,No,Yes,No,No,18.982142857142858,0
31,75.5,2424.45,Male,0,Yes,No,Yes,No,DSL,75.7640625,0
23,83.75,1849.95,Female,0,Yes,Yes,Yes,Yes,Fiber optic,77.08125,0
2,19.4,61.05,Female,0,No,No,Yes,No,No,20.349999999999998,0
65,26.5,1698.55,Female,0,No,No,Yes,Yes,No,25.73560606060606,0
22,90.5,1910.6,Male,1,No,No,Yes,Yes,Fiber optic,83.0695652173913,1
55,19.15,998.1,Female,0,Yes,Yes,Yes,No,No,17.823214285714286,0
9,94.85,890.6,Male,0,Yes,No,Yes,No,Fiber optic,89.06,1
7,69.95,529.5,Male,0,Yes,Yes,Yes,No,Fiber optic,66.1875,1
35,40.9,1383.6,Female,0,Yes,Yes,No,No phone service,DSL,38.43333333333333,0
6,80.25,493.4,Male,0,No,No,Yes,No,DSL,70.48571428571428,0
1,48.6,48.6,Female,0,No,No,Yes,No,DSL,24.3,1
17,70.8,1207.0,Male,0,No,No,Yes,No,Fiber optic,67.05555555555556,0
10,60.2,563.5,Male,0,Yes,Yes,Yes,No,DSL,51.22727272727273,0
15,55.2,864.55,Male,0,No,Yes,Yes,No,DSL,54.034375,0
40,55.8,2109.35,Female,1,No,No,No,No phone service,DSL,51.447560975609754,1
13,54.15,701.05,Female,0,Yes,Yes,Yes,No,DSL,50.074999999999996,0
29,80.15,2265.25,Male,0,Yes,No,Yes,Yes,Fiber optic,75.50833333333334,1
3,75.5,220.6,Female,0,No,No,Yes,Yes,Fiber optic,55.15,1
58,100.4,5749.8,Female,1,Yes,No,Yes,Yes,Fiber optic,97.4542372881356,0
45,62.55,2796.45,Female,0,No,No,Yes,No,DSL,60.792391304347824,0
72,70.45,5165.7,Female,0,Yes,Yes,Yes,Yes,DSL,70.76301369863013,0
68,85.5,5696.6,Male,0,Yes,Yes,Yes,Yes,Fiber optic,82.55942028985508,0
1,20.2,20.2,Male,0,No,No,Yes,No,No,10.1,1
38,54.5,2076.05,Female,0,Yes,Yes,Yes,No,DSL,53.23205128205129,0
2,20.75,44.2,Male,0,No,No,Yes,No,No,14.733333333333334,0
11,20.35,215.25,Male,0,No,No,Yes,No,No,17.9375,0
20,91.0,1859.5,Female,1,Yes,No,Yes,No,Fiber optic,88.54761904761905,0
72,104.8,7470.1,Male,0,Yes,No,Yes,Yes,Fiber optic,102.33013698630137,0
3,74.75,229.5,Female,0,Yes,No,Yes,Yes,Fiber optic,57.375,1
23,104.05,2470.1,Male,0,No,No,Yes,Yes,Fiber optic,102.92083333333333,1
40,51.1,2092.9,Male,0,No,No,Yes,No,DSL,51.046341463414635,0
62,89.8,5629.55,Male,1,Yes,No,Yes,Yes,Fiber optic,89.35793650793651,0
22,20.55,469.85,Female,0,No,Yes,Yes,No,No,20.428260869565218,0
11,64.05,733.95,Female,0,No,No,Yes,No,DSL,61.1625,0
7,74.85,485.25,Male,1,Yes,No,Yes,Yes,Fiber optic,60.65625,0
13,96.65,1244.5,Female,0,No,No,Yes,Yes,Fiber optic,88.89285714285714,1
1,20.05,20.05,Male,1,No,No,Yes,No,No,10.025,1
39,103.45,3994.45,Female,0,No,No,Yes,Yes,Fiber optic,99.86125,1
3,25.0,78.25,Male,0,Yes,No,No,No phone service,DSL,19.5625,0
58,20.3,1131.5,Male,0,No,No,Yes,No,No,19.177966101694917,0
6,26.35,184.05,Male,0,No,Yes,Yes,Yes,No,26.292857142857144,0
1,19.9,19.9,Female,0,Yes,Yes,Yes,No,No,9.95,1
22,54.7,1178.75,Female,0,Yes,No,Yes,No,DSL,51.25,0
14,46.35,667.7,Male,0,Yes,No,No,No phone service,DSL,44.513333333333335,1
64,90.25,5629.15,Male,0,Yes,Yes,Yes,Yes,Fiber optic,86.60230769230769,0
1,19.95,19.95,Male,0,No,No,Yes,No,No,9.975,1
6,20.65,109.3,Male,0,No,No,Yes,No,No,15.614285714285714,0
1,79.6,79.6,Male,0,No,No,Yes,No,Fiber optic,39.8,1
39,25.45,958.45,Male,0,No,Yes,Yes,Yes,No,23.96125,0
20,19.5,403.15,Female,0,No,No,Yes,No,No,19.197619047619046,0
1,75.9,75.9,Male,0,No,No,Yes,No,Fiber optic,37.95,1
1,76.2,76.2,Male,0,Yes,No,Yes,No,Fiber optic,38.1,1
64,66.15,4392.5,Male,0,Yes,No,Yes,Yes,DSL,67.57692307692308,0
1,19.25,19.25,Male,0,No,Yes,Yes,No,No,9.625,1
46,69.1,3168.0,Female,0,Yes,No,Yes,No,DSL,67.40425531914893,0
28,39.1,1096.6,Female,1,Yes,Yes,No,No phone service,DSL,37.813793103448276,0
33,20.05,669.45,Female,0,Yes,No,Yes,No,No,19.689705882352943,0
39,59.8,2343.85,Male,0,Yes,Yes,Yes,No,DSL,58.59625,0
42,84.3,3588.4,Female,0,Yes,No,Yes,Yes,Fiber optic,83.45116279069768,1
1,48.6,48.6,Female,0,No,No,Yes,No,DSL,24.3,0
7,79.0,522.95,Female,0,No,No,Yes,No,Fiber optic,65.36875,1
70,105.35,7511.9,Male,1,Yes,No,Yes,No,Fiber optic,105.80140845070422,0
65,25.1,1725.0,Male,0,No,No,Yes,Yes,No,26.136363636363637,0
1,49.75,49.75,Male,0,No,No,Yes,No,DSL,24.875,0
18,94.75,1691.9,Male,0,Yes,No,Yes,Yes,Fiber optic,89.04736842105264,0
24,93.0,2248.05,Male,0,Yes,No,Yes,Yes,Fiber optic,89.92200000000001,0
63,71.9,4479.2,Male,0,No,No,Yes,Yes,DSL,69.9875,0
44,77.55,3471.1,Female,0,No,Yes,Yes,Yes,DSL,77.13555555555556,0
4,19.85,63.0,Male,0,No,No,Yes,No,No,12.6,0
1,70.25,70.25,Female,0,No,No,Yes,No,Fiber optic,35.125,1
37,95.25,3314.15,Female,0,Yes,Yes,Yes,Yes,Fiber optic,87.21447368421053,0
10,84.6,865.55,Female,1,No,No,Yes,No,Fiber optic,78.68636363636364,1
34,25.05,852.7,Male,0,No,No,No,No phone service,DSL,24.362857142857145,0
35,53.15,1930.9,Male,0,Yes,No,No,No phone service,DSL,53.63611111111111,0
4,20.15,91.4,Female,0,Yes,No,Yes,No,No,18.28,0
39,101.25,3949.15,Female,1,Yes,No,Yes,Yes,Fiber optic,98.72875,0
43,100.55,4304.0,Male,1,Yes,No,Yes,No,Fiber optic,97.81818181818181,0
17,24.1,409.9,Female,0,Yes,Yes,Yes,Yes,No,22.772222222222222,1
61,25.3,1554.9,Female,0,Yes,No,Yes,Yes,No,25.07903225806452,0
49,71.8,3472.05,Female,0,Yes,No,Yes,Yes,DSL,69.441,0
4,19.7,117.8,Male,0,No,No,Yes,No,No,23.56,0
64,49.85,3210.35,Female,0,Yes,Yes,No,No phone service,DSL,49.39,0
3,69.6,207.4,Male,0,No,No,Yes,No,Fiber optic,51.85,0
1,19.75,19.75,Male,0,Yes,Yes,Yes,No,No,9.875,0
40,80.8,3132.75,Male,0,Yes,No,Yes,No,Fiber optic,76.40853658536585,0
1,60.0,60.0,Female,0,No,Yes,Yes,No,DSL,30.0,1
8,86.55,649.65,Male,0,No,No,Yes,Yes,Fiber optic,72.18333333333334,1
1,20.85,20.85,Female,1,Yes,No,Yes,No,No,10.425,1
34,64.2,2106.3,Female,1,Yes,No,Yes,No,DSL,60.18000000000001,0
1,35.0,35.0,Female,0,Yes,No,No,No phone service,DSL,17.5,0
39,50.75,2011.4,Female,0,No,No,No,No phone service,DSL,50.285000000000004,1
58,105.5,6205.5,Female,1,Yes,No,Yes,No,Fiber optic,105.17796610169492,1
45,19.2,903.7,Male,0,Yes,Yes,Yes,No,No,19.645652173913046,0
6,85.15,503.6,Male,1,No,No,Yes,No,Fiber optic,71.94285714285715,1
43,90.65,3882.3,Male,0,No,No,Yes,No,Fiber optic,88.23409090909091,0
41,20.0,879.8,Male,0,Yes,Yes,Yes,No,No,20.947619047619046,0
5,74.65,383.65,Male,0,No,No,Yes,No,Fiber optic,63.94166666666666,0
72,61.2,4390.25,Male,0,No,No,No,No phone service,DSL,60.14041095890411,0
4,19.95,68.2,Male,0,No,No,Yes,No,No,13.64,0
9,54.8,452.8,Male,0,Yes,Yes,Yes,No,DSL,45.28,0
72,73.45,5329.0,Male,1,Yes,No,Yes,Yes,DSL,73.0,0
33,51.45,1758.9,Female,0,Yes,No,Yes,No,DSL,51.73235294117647,0
72,80.45,5737.6,Female,0,Yes,No,Yes,Yes,Fiber optic,78.59726027397261,0
22,54.2,1152.7,Male,0,Yes,No,Yes,No,DSL,50.11739130434783,1
70,109.5,7674.55,Female,0,Yes,No,Yes,Yes,Fiber optic,108.09225352112676,1
21,104.4,2157.95,Male,0,Yes,Yes,Yes,Yes,Fiber optic,98.08863636363635,1
15,85.3,1219.85,Male,0,No,No,Yes,No,Fiber optic,76.240625,0
29,79.3,2414.55,Male,1,Yes,No,Yes,Yes,Fiber optic,80.485,0
15,76.5,1155.6,Female,0,Yes,Yes,Yes,No,DSL,72.225,0
71,105.1,7548.1,Male,1,Yes,Yes,Yes,Yes,Fiber optic,104.83472222222223,1
72,25.4,1809.35,Male,1,No,No,Yes,Yes,No,24.785616438356165,0
19,86.85,1564.4,Female,0,Yes,No,Yes,Yes,Fiber optic,78.22,0
1,19.65,19.65,Male,0,No,No,Yes,No,No,9.825,0
1,75.7,75.7,Female,0,No,No,Yes,No,Fiber optic,37.85,1
2,45.55,84.4,Female,0,No,No,Yes,No,DSL,28.133333333333336,0
11,78.1,864.85,Female,1,Yes,Yes,Yes,Yes,Fiber optic,72.07083333333334,0
12,19.3,228.75,Female,0,No,No,Yes,No,No,17.596153846153847,0
70,110.5,7752.05,Female,0,Yes,No,Yes,Yes,Fiber optic,109.1838028169014,0
20,90.8,1951.0,Female,1,Yes,No,Yes,Yes,Fiber optic,92.9047619047619,1
23,20.3,470.6,Female,0,No,No,Yes,No,No,19.608333333333334,0
49,81.35,4060.9,Male,1,No,No,Yes,Yes,DSL,81.218,0
4,97.95,384.5,Female,0,Yes,Yes,Yes,Yes,Fiber optic,76.9,1
32,108.15,3432.9,Male,0,No,No,Yes,Yes,Fiber optic,104.02727272727273,1
2,55.3,108.65,Male,0,No,Yes,Yes,No,DSL,36.21666666666667,0
69,56.55,3952.65,Male,1,Yes,No,No,No phone service,DSL,56.46642857142857,0
6,80.5,463.05,Male,0,No,No,Yes,No,Fiber optic,66.15,1
24,19.7,494.05,Female,0,Yes,Yes,Yes,No,No,19.762,0
32,104.05,3416.85,Female,0,No,No,Yes,Yes,Fiber optic,103.54090909090908,0
27,52.85,1498.65,Female,0,No,No,Yes,No,DSL,53.52321428571429,0
27,104.3,2867.75,Female,1,Yes,No,Yes,Yes,Fiber optic,102.41964285714286,1
58,80.65,4807.35,Male,0,No,No,Yes,Yes,Fiber optic,81.48050847457628,0
1,71.35,71.35,Male,0,No,No,Yes,No,Fiber optic,35.675,1
18,24.65,471.35,Female,0,Yes,Yes,Yes,Yes,No,24.807894736842105,0
47,21.3,1041.8,Female,0,Yes,Yes,Yes,No,No,21.704166666666666,0
70,110.2,7689.8,Female,0,Yes,Yes,Yes,Yes,Fiber optic,108.30704225352113,0
13,89.4,1132.35,Female,0,No,No,Yes,Yes,Fiber optic,80.88214285714285,1
36,51.05,1815.0,Female,0,Yes,Yes,Yes,No,DSL,49.054054054054056,0
67,19.8,1311.3,Male,0,No,No,Yes,No,No,19.283823529411762,0
10,19.9,199.45,Female,0,No,No,Yes,No,No,18.13181818181818,0
19,87.3,1637.3,Male,1,No,No,Yes,No,Fiber optic,81.865,0
71,19.85,1326.35,Female,0,Yes,Yes,Yes,No,No,18.421527777777776,0
72,89.4,6376.55,Male,0,Yes,Yes,Yes,Yes,DSL,87.35000000000001,0
48,20.0,935.9,Female,0,Yes,Yes,Yes,No,No,19.099999999999998,0
1,20.05,20.05,Male,0,No,No,Yes,No,No,10.025,0
18,83.25,1611.15,Male,0,Yes,Yes,Yes,No,DSL,84.79736842105264,0
1,20.6,20.6,Male,0,No,No,Yes,No,No,10.3,1
67,102.9,6989.7,Male,1,Yes,No,Yes,Yes,Fiber optic,102.78970588235293,0
69,39.1,2779.5,Male,0,Yes,Yes,No,No phone service,DSL,39.707142857142856,0
19,99.95,1931.75,Male,0,No,No,Yes,Yes,Fiber optic,96.5875,1
72,114.5,8331.95,Male,1,Yes,No,Yes,Yes,Fiber optic,114.13630136986302,0
38,20.2,735.9,Female,1,No,No,Yes,No,No,18.869230769230768,0
40,55.8,2283.3,Male,1,Yes,No,Yes,No,DSL,55.69024390243903,0
61,24.2,1445.2,Female,0,Yes,Yes,Yes,Yes,No,23.309677419354838,0
10,81.0,818.05,Female,0,No,No,Yes,Yes,Fiber optic,74.36818181818181,1
32,72.8,2333.05,Male,0,Yes,No,Yes,Yes,DSL,70.69848484848485,0
21,99.85,1992.55,Female,0,No,No,Yes,Yes,Fiber optic,90.57045454545454,0
59,99.5,5890.0,Female,1,No,No,Yes,Yes,Fiber optic,98.16666666666667,0
13,70.15,916.75,Female,1,Yes,No,Yes,No,Fiber optic,65.48214285714286,1
47,20.25,1029.8,Female,0,No,No,Yes,No,No,21.454166666666666,0
69,26.0,1796.55,Male,0,Yes,Yes,Yes,Yes,No,25.665,0
2,19.9,33.7,Male,0,No,No,Yes,No,No,11.233333333333334,0
22,19.05,454.05,Female,0,Yes,Yes,Yes,No,No,19.741304347826087,0
15,96.5,1392.25,Male,1,Yes,No,Yes,Yes,Fiber optic,87.015625,0
53,19.85,1049.6,Female,0,No,No,Yes,No,No,19.437037037037037,0
28,25.7,734.6,Female,1,Yes,No,Yes,Yes,No,25.33103448275862,0
22,20.3,475.1,Male,0,No,No,Yes,No,No,20.656521739130437,0
1,70.15,70.15,Female,0,No,No,Yes,No,Fiber optic,35.075,1
16,91.55,1540.05,Male,1,Yes,No,Yes,No,Fiber optic,90.59117647058824,0
48,39.4,1978.65,Female,0,Yes,Yes,No,No phone service,DSL,40.38061224489796,0
30,105.7,3181.8,Male,1,Yes,No,Yes,Yes,Fiber optic,102.63870967741936,0
3,70.25,229.7,Female,0,No,No,Yes,No,Fiber optic,57.425,0
57,93.75,5625.55,Male,1,No,No,Yes,Yes,Fiber optic,96.99224137931034,0
68,96.55,6581.9,Female,1,Yes,No,Yes,Yes,Fiber optic,95.38985507246376,1
23,60.0,1347.15,Female,0,Yes,No,Yes,No,DSL,56.13125,0
65,59.8,3808.2,Female,0,Yes,No,Yes,No,DSL,57.699999999999996,0
44,90.65,3974.15,Male,0,Yes,No,Yes,No,Fiber optic,88.31444444444445,0
71,109.0,7661.8,Female,0,Yes,Yes,Yes,Yes,Fiber optic,106.41388888888889,0
37,68.1,2479.25,Female,0,Yes,No,Yes,Yes,DSL,65.24342105263158,0
12,20.4,266.6,Female,0,No,No,Yes,No,No,20.50769230769231,0
69,81.95,5601.4,Male,0,Yes,Yes,Yes,Yes,DSL,80.02,0
35,60.55,1982.6,Female,0,No,No,Yes,No,DSL,55.07222222222222,0
5,65.6,339.9,Male,0,No,No,Yes,No,DSL,56.65,0
58,82.5,4828.05,Male,0,Yes,Yes,Yes,Yes,Fiber optic,81.8313559322034,0
72,82.3,5980.55,Male,0,Yes,No,Yes,Yes,DSL,81.92534246575343,0
72,68.15,4808.7,Male,0,Yes,No,Yes,Yes,DSL,65.87260273972602,0
1,20.3,20.3,Female,0,No,No,Yes,No,No,10.15,0
39,95.55,3692.85,Female,0,No,No,Yes,No,Fiber optic,92.32124999999999,1
53,20.2,1068.15,Male,0,Yes,Yes,Yes,No,No,19.78055555555556,0
27,89.2,2383.6,Female,0,No,No,Yes,No,Fiber optic,85.12857142857142,0
1,69.65,69.65,Female,1,No,No,Yes,No,Fiber optic,34.825,1
1,89.3,89.3,Female,1,No,No,Yes,No,Fiber optic,44.65,1
18,74.8,1438.05,Female,0,Yes,No,Yes,No,Fiber optic,75.68684210526315,0
46,20.2,917.45,Male,0,Yes,Yes,Yes,No,No,19.52021276595745,0
72,84.4,6096.45,Female,0,Yes,No,Yes,Yes,DSL,83.51301369863013,0
36,87.55,3078.1,Female,0,No,No,Yes,No,Fiber optic,83.19189189189188,1
4,25.15,99.95,Female,0,Yes,No,No,No phone service,DSL,19.990000000000002,0
25,19.8,475.2,Female,0,No,No,Yes,No,No,18.276923076923076,0
40,50.85,2036.55,Female,0,Yes,Yes,No,No phone service,DSL,49.671951219512195,0
63,102.4,6444.05,Male,0,Yes,No,Yes,Yes,Fiber optic,100.68828125,0
15,96.3,1426.75,Female,1,No,No,Yes,No,Fiber optic,89.171875,1
14,55.5,767.55,Male,0,No,No,Yes,Yes,DSL,51.169999999999995,0
72,109.75,7932.5,Male,1,Yes,No,Yes,Yes,Fiber optic,108.66438356164383,0
39,106.4,4040.65,Male,0,No,No,Yes,Yes,Fiber optic,101.01625,0
47,60.0,2768.65,Female,0,Yes,Yes,No,No phone service,DSL,57.68020833333333,0
19,88.8,1672.35,Male,0,Yes,No,Yes,Yes,Fiber optic,83.61749999999999,0
5,85.2,474.8,Female,0,No,No,Yes,Yes,Fiber optic,79.13333333333334,1
13,35.1,446.1,Female,0,No,No,No,No phone service,DSL,31.864285714285717,1
17,80.05,1345.65,Female,0,No,No,Yes,Yes,Fiber optic,74.75833333333334,0
34,75.55,2425.4,Male,1,Yes,No,Yes,Yes,Fiber optic,69.29714285714286,0
42,49.55,2077.95,Female,0,No,No,Yes,No,DSL,48.32441860465116,0
5,81.3,416.3,Male,0,Yes,No,Yes,Yes,Fiber optic,69.38333333333334,1
71,23.9,1663.5,Female,0,Yes,Yes,Yes,Yes,No,23.104166666666668,0
19,66.4,1286.05,Male,1,Yes,No,Yes,No,DSL,64.3025,0
2,19.6,35.85,Female,0,No,Yes,Yes,No,No,11.950000000000001,1
57,18.8,1094.35,Male,0,No,No,Yes,No,No,18.86810344827586,0
72,108.4,7719.5,Male,0,Yes,No,Yes,Yes,Fiber optic,105.74657534246575,0
6,85.95,514.6,Female,0,No,No,Yes,No,Fiber optic,73.51428571428572,0
17,85.45,1451.6,Female,0,Yes,Yes,Yes,Yes,Fiber optic,80.64444444444445,1
61,80.9,4932.5,Male,0,Yes,No,Yes,Yes,DSL,79.55645161290323,0
1,71.0,71.0,Male,0,Yes,Yes,Yes,No,Fiber optic,35.5,1
48,111.8,5443.65,Male,0,Yes,Yes,Yes,Yes,Fiber optic,111.09489795918367,0
16,20.6,330.25,Male,0,No,No,Yes,No,No,19.426470588235293,0
9,85.05,746.5,Male,1,No,No,Yes,Yes,Fiber optic,74.65,1
3,44.6,122.7,Female,0,No,No,Yes,No,DSL,30.675,0
1,44.4,44.4,Male,0,No,Yes,Yes,No,DSL,22.2,1
65,105.1,6631.85,Male,0,No,No,Yes,Yes,Fiber optic,100.48257575757576,0
70,115.15,8250.0,Female,0,Yes,Yes,Yes,Yes,Fiber optic,116.19718309859155,0
60,59.8,3561.15,Male,0,Yes,No,Yes,No,DSL,58.37950819672131,0
69,26.3,1763.55,Female,0,Yes,No,Yes,Yes,No,25.193571428571428,0
35,70.55,2419.0,Female,1,No,No,Yes,No,Fiber optic,67.19444444444444,0
22,20.05,470.2,Female,0,No,No,Yes,No,No,20.443478260869565,0
66,79.85,5234.95,Male,0,Yes,Yes,Yes,Yes,DSL,78.13358208955223,0
1,70.3,70.3,Male,1,Yes,No,Yes,No,Fiber optic,35.15,1
1,79.35,79.35,Female,0,Yes,No,Yes,No,Fiber optic,39.675,1
34,90.05,3097.0,Male,0,Yes,Yes,Yes,Yes,Fiber optic,88.48571428571428,0
72,24.45,1709.1,Female,0,Yes,Yes,Yes,Yes,No,23.412328767123288,0
31,59.95,1848.8,Male,0,Yes,Yes,No,No phone service,DSL,57.775,0
30,25.35,723.3,Male,0,No,Yes,Yes,Yes,No,23.33225806451613,0
9,90.8,809.75,Female,0,No,No,Yes,No,Fiber optic,80.975,1
20,70.45,1470.95,Male,0,Yes,Yes,Yes,No,Fiber optic,70.04523809523809,1
19,34.3,577.15,Male,1,Yes,No,No,No phone service,DSL,28.857499999999998,0
65,105.05,6914.95,Female,0,Yes,No,Yes,Yes,Fiber optic,104.77196969696969,0
30,19.3,602.9,Female,0,Yes,Yes,Yes,No,No,19.448387096774194,0
6,19.15,124.4,Male,0,No,No,Yes,No,No,17.771428571428572,0
2,51.4,96.8,Female,0,No,No,No,No phone service,DSL,32.266666666666666,0
53,71.85,3827.9,Male,0,Yes,Yes,Yes,Yes,DSL,70.88703703703703,0
7,75.4,533.05,Male,1,Yes,No,Yes,Yes,Fiber optic,66.63125,0
61,49.7,2961.4,Female,0,Yes,Yes,Yes,No,DSL,47.76451612903226,0
70,45.25,3264.45,Male,1,No,No,No,No phone service,DSL,45.97816901408451,1
13,78.75,995.35,Female,0,No,No,Yes,Yes,DSL,71.09642857142858,0
35,81.6,2815.25,Male,1,Yes,No,Yes,Yes,Fiber optic,78.20138888888889,0
2,70.4,154.8,Female,0,Yes,No,Yes,No,Fiber optic,51.6,0
3,75.8,246.3,Female,0,No,No,Yes,Yes,Fiber optic,61.575,1
3,76.1,257.6,Female,0,No,No,Yes,Yes,Fiber optic,64.4,0
62,94.0,5757.2,Female,0,No,No,Yes,Yes,Fiber optic,91.38412698412698,0
72,103.95,7517.7,Male,0,Yes,Yes,Yes,Yes,Fiber optic,102.98219178082192,0
63,19.95,1234.8,Male,0,Yes,No,Yes,No,No,19.29375,0
20,71.3,1389.2,Male,1,No,No,Yes,No,Fiber optic,66.15238095238095,1
35,110.8,3836.3,Female,1,No,No,Yes,Yes,Fiber optic,106.5638888888889,0
21,69.1,1474.75,Male,1,Yes,No,Yes,No,Fiber optic,67.0340909090909,1
62,96.1,6001.45,Male,0,Yes,No,Yes,Yes,Fiber optic,95.2611111111111,0
15,48.8,720.1,Female,0,No,No,Yes,Yes,DSL,45.00625,0
55,50.55,2832.75,Female,0,No,No,Yes,No,DSL,50.58482142857143,0
11,44.65,472.25,Female,0,No,No,Yes,No,DSL,39.354166666666664,0
17,88.25,1460.65,Female,0,Yes,Yes,Yes,Yes,Fiber optic,81.14722222222223,1
61,19.45,1336.35,Female,0,No,No,Yes,No,No,21.554032258064513,0
71,89.3,6388.65,Female,0,Yes,No,Yes,Yes,DSL,88.73124999999999,0
2,70.0,153.05,Female,0,No,No,Yes,No,Fiber optic,51.01666666666667,1
35,19.25,677.9,Male,0,No,No,Yes,No,No,18.830555555555556,0
17,70.5,1165.6,Female,0,No,No,Yes,No,Fiber optic,64.75555555555555,0
21,97.35,2119.5,Female,0,No,No,Yes,Yes,Fiber optic,96.3409090909091,1
47,19.65,921.55,Female,0,Yes,No,Yes,No,No,19.198958333333334,0
3,20.85,72.0,Female,0,Yes,No,Yes,No,No,18.0,0
3,19.65,68.35,Male,0,No,No,Yes,No,No,17.0875,0
44,19.35,847.25,Male,1,Yes,No,Yes,No,No,18.82777777777778,0
1,44.0,44.0,Female,0,No,No,Yes,No,DSL,22.0,0
44,94.4,4295.35,Female,0,Yes,Yes,Yes,Yes,Fiber optic,95.45222222222223,0
5,25.9,135.0,Male,0,Yes,Yes,Yes,Yes,No,22.5,1
24,55.65,1400.55,Male,0,No,No,Yes,Yes,DSL,56.022,1
1,69.65,69.65,Female,0,No,Yes,Yes,No,Fiber optic,34.825,1
18,75.4,1380.4,Female,0,No,No,Yes,No,Fiber optic,72.65263157894738,0
10,100.6,1060.2,Female,0,No,No,Yes,Yes,Fiber optic,96.38181818181819,1
65,71.0,4386.2,Female,0,Yes,No,Yes,No,DSL,66.45757575757575,0
1,86.0,86.0,Female,1,No,No,Yes,No,Fiber optic,43.0,1
53,106.95,5785.5,Female,0,No,No,Yes,Yes,Fiber optic,107.13888888888889,1
3,21.2,52.05,Male,0,No,No,Yes,No,No,13.0125,0
33,61.05,2018.4,Male,0,Yes,No,Yes,No,DSL,59.36470588235294,0
3,29.6,79.45,Male,0,No,No,No,No phone service,DSL,19.8625,1
34,79.95,2727.3,Female,0,No,No,Yes,No,DSL,77.92285714285715,0
14,19.7,263.65,Female,0,Yes,Yes,Yes,No,No,17.576666666666664,0
13,20.3,275.4,Female,0,No,No,Yes,No,No,19.67142857142857,0
46,59.9,2816.65,Male,1,Yes,No,No,No phone service,DSL,59.92872340425532,1
23,24.35,538.5,Male,0,Yes,Yes,Yes,Yes,No,22.4375,0
47,19.75,948.9,Female,0,Yes,Yes,Yes,No,No,19.76875,0
17,50.3,846.8,Male,0,No,Yes,Yes,No,DSL,47.044444444444444,0
49,95.6,4783.5,Female,0,Yes,Yes,Yes,Yes,Fiber optic,95.67,1
59,50.25,2997.45,Male,1,Yes,No,No,No phone service,DSL,49.957499999999996,0
69,85.35,5897.4,Female,0,No,No,Yes,Yes,DSL,84.24857142857142,0
11,41.6,470.6,Male,0,No,No,No,No phone service,DSL,39.21666666666667,1
10,51.65,524.5,Male,0,No,No,Yes,No,DSL,47.68181818181818,0
12,24.0,269.65,Male,0,Yes,Yes,Yes,Yes,No,20.74230769230769,0
45,100.85,4740.0,Male,0,No,No,Yes,Yes,Fiber optic,103.04347826086956,1
39,59.85,2341.5,Female,0,Yes,Yes,Yes,No,DSL,58.5375,0
71,25.45,1789.65,Male,1,Yes,No,Yes,Yes,No,24.856250000000003,0
71,23.9,1626.4,Male,0,Yes,Yes,Yes,Yes,No,22.58888888888889,0
33,24.15,800.3,Female,0,Yes,Yes,Yes,Yes,No,23.538235294117644,0
67,75.7,5060.85,Male,1,No,No,Yes,Yes,Fiber optic,74.42426470588236,0
37,40.2,1448.8,Male,0,Yes,Yes,No,No phone service,DSL,38.126315789473686,1
49,84.5,4254.85,Male,0,Yes,Yes,Yes,Yes,Fiber optic,85.09700000000001,1
9,50.85,466.6,Female,0,Yes,No,Yes,No,DSL,46.660000000000004,0
52,91.6,4627.8,Male,0,Yes,No,Yes,Yes,Fiber optic,87.31698113207547,0
70,98.9,6838.6,Female,0,No,No,Yes,Yes,Fiber optic,96.31830985915494,0
1,85.0,85.0,Male,0,No,No,Yes,No,Fiber optic,42.5,0
14,78.95,1101.85,Female,1,No,No,Yes,Yes,Fiber optic,73.45666666666666,1
1,44.3,44.3,Male,0,No,No,Yes,No,DSL,22.15,0
1,20.2,20.2,Male,0,No,No,Yes,No,No,10.1,1
52,80.2,4297.6,Female,0,No,No,Yes,Yes,Fiber optic,81.0867924528302,0
6,60.9,414.1,Male,0,No,No,Yes,No,DSL,59.15714285714286,0
